Location,Mobile,Action,Date,Time,Points Awarded,Total Points,License Plate
OptSpot Car Wash - Main St,5550999914,CHECKIN,2026-03-04,20:47:10,10,140,DXB1398
OptSpot Car Wash - Main St,5550758490,CHECKIN,2026-03-05,11:33:53,10,10,YOM7749
OptSpot Car Wash - Main St,5550918938,CHECKIN,2026-03-05,11:53:24,10,60,SFM7517
OptSpot Car Wash - Main St,5550579364,CHECKIN,2026-03-05,12:13:17,10,20,DDI0653
OptSpot Car Wash - Main St,5550346859,BONUS,2026-03-05,12:28:51,50,175,JLH3777
OptSpot Car Wash - Main St,5550797615,REDEEM,2026-03-05,12:56:23,-100,0,JOI7642
OptSpot Car Wash - Main St,5550038817,CHECKIN,2026-03-05,14:14:02,10,10,DZI1644
OptSpot Car Wash - Main St,5550199659,CHECKIN,2026-03-05,16:28:53,10,10,CRJ6735
OptSpot Car Wash - Main St,5550512262,CHECKIN,2026-03-05,16:41:06,10,80,GXB6939
OptSpot Car Wash - Main St,5550758490,CHECKIN,2026-03-05,17:15:10,10,20,YOM7749
OptSpot Car Wash - Main St,5550577596,CHECKIN,2026-03-05,18:54:07,10,10,AKF1858
OptSpot Car Wash - Main St,5550277746,CHECKIN,2026-03-05,19:18:04,10,30,DTO9577
OptSpot Car Wash - Main St,5550906036,CHECKIN,2026-03-05,19:43:23,10,10,TGE1771
OptSpot Car Wash - Main St,5550505612,CHECKIN,2026-03-05,20:20:46,10,120,FCV6022
OptSpot Car Wash - Main St,5550277746,REDEEM,2026-03-06,07:10:32,-50,0,DTO9577
OptSpot Car Wash - Main St,5550196694,CHECKIN,2026-03-06,07:25:40,10,20,NQM7242
OptSpot Car Wash - Main St,5550607727,CHECKIN,2026-03-06,10:53:16,10,10,JDX5352
OptSpot Car Wash - Main St,5550222086,BONUS,2026-03-06,11:07:09,25,60,YTR5107
OptSpot Car Wash - Main St,5550498216,BONUS,2026-03-06,11:59:17,25,95,PTL9431
OptSpot Car Wash - Main St,5550584929,CHECKIN,2026-03-06,13:11:13,10,30,YTF8341
OptSpot Car Wash - Main St,5550798207,REDEEM,2026-03-06,13:48:21,-50,195,WHY6906
OptSpot Car Wash - Main St,5550250405,REFERRAL,2026-03-06,16:32:33,100,190,OGU0715
OptSpot Car Wash - Main St,5550038817,CHECKIN,2026-03-06,16:33:45,10,20,DZI1644
OptSpot Car Wash - Main St,5550916043,REDEEM,2026-03-06,16:41:59,-100,0,RTW0842
OptSpot Car Wash - Main St,5550536265,CHECKIN,2026-03-06,16:43:01,10,10,DXE0727
OptSpot Car Wash - Main St,5550346859,CHECKIN,2026-03-06,18:36:05,10,185,JLH3777
OptSpot Car Wash - Main St,5550085544,CHECKIN,2026-03-07,08:13:13,10,10,HRM7242
OptSpot Car Wash - Main St,5550222086,BONUS,2026-03-07,08:13:35,50,110,YTR5107
OptSpot Car Wash - Main St,5550378427,CHECKIN,2026-03-07,08:54:34,10,10,OJU9038
OptSpot Car Wash - Main St,5550730132,REFERRAL,2026-03-07,09:40:24,100,100,KDJ8813
OptSpot Car Wash - Main St,5550634487,CHECKIN,2026-03-07,10:19:41,10,200,DLJ7273
OptSpot Car Wash - Main St,5550577596,CHECKIN,2026-03-07,10:51:53,10,20,AKF1858
OptSpot Car Wash - Main St,5550007540,BONUS,2026-03-07,11:06:55,50,250,BQF0514
OptSpot Car Wash - Main St,5550038817,CHECKIN,2026-03-07,11:09:23,10,30,DZI1644
OptSpot Car Wash - Main St,5550531971,CHECKIN,2026-03-07,11:12:52,10,60,UNA7702
OptSpot Car Wash - Main St,5550798207,REDEEM,2026-03-07,11:57:53,-50,145,WHY6906
OptSpot Car Wash - Main St,5550589704,REDEEM,2026-03-07,12:02:00,-50,0,KKN6363
OptSpot Car Wash - Main St,5550654813,CHECKIN,2026-03-07,12:30:30,10,70,SPV9234
OptSpot Car Wash - Main St,5550739677,BONUS,2026-03-07,13:20:58,50,50,HVZ3993
OptSpot Car Wash - Main St,5550861574,REDEEM,2026-03-07,14:00:24,-100,60,RAY1800
OptSpot Car Wash - Main St,5550643378,CHECKIN,2026-03-07,15:27:31,10,120,ROP4381
OptSpot Car Wash - Main St,5550007540,BONUS,2026-03-07,16:42:04,25,275,BQF0514
OptSpot Car Wash - Main St,5550220281,CHECKIN,2026-03-07,18:38:22,10,30,RRJ9173
OptSpot Car Wash - Main St,5550892697,BONUS,2026-03-07,18:45:23,25,25,EPR3853
OptSpot Car Wash - Main St,5550856795,CHECKIN,2026-03-07,18:45:53,10,50,OYC2200
OptSpot Car Wash - Main St,5550084216,CHECKIN,2026-03-07,18:51:56,10,10,WWW6226
OptSpot Car Wash - Main St,5550436196,REDEEM,2026-03-07,19:09:26,-100,0,SII4176
OptSpot Car Wash - Main St,5550203322,CHECKIN,2026-03-07,20:17:41,10,30,XJS2419
OptSpot Car Wash - Main St,5550625084,BONUS,2026-03-08,09:36:23,25,25,UFN7381
OptSpot Car Wash - Main St,5550601800,CHECKIN,2026-03-08,11:41:36,10,20,DJI4566
OptSpot Car Wash - Main St,5550339320,CHECKIN,2026-03-08,12:06:06,10,130,YAJ7319
OptSpot Car Wash - Main St,5550620644,BONUS,2026-03-08,12:10:20,25,25,OAQ2223
OptSpot Car Wash - Main St,5550487192,CHECKIN,2026-03-08,15:00:38,10,40,ZME2209
OptSpot Car Wash - Main St,5550038817,BONUS,2026-03-08,16:30:38,25,55,DZI1644
OptSpot Car Wash - Main St,5550033276,BONUS,2026-03-08,16:39:21,50,50,HED6887
OptSpot Car Wash - Main St,5550803265,BONUS,2026-03-08,17:11:44,25,85,YXG1102
OptSpot Car Wash - Main St,5550286193,CHECKIN,2026-03-08,17:24:58,10,95,LAI6624
OptSpot Car Wash - Main St,5550498216,CHECKIN,2026-03-08,18:05:12,10,105,PTL9431
OptSpot Car Wash - Main St,5550577596,CHECKIN,2026-03-08,18:48:30,10,30,AKF1858
OptSpot Car Wash - Main St,5550577596,REDEEM,2026-03-08,18:53:06,-100,0,AKF1858
OptSpot Car Wash - Main St,5550999914,CHECKIN,2026-03-08,18:58:42,10,150,DXB1398
OptSpot Car Wash - Main St,5550801280,CHECKIN,2026-03-08,19:35:09,10,95,GIA7055
OptSpot Car Wash - Main St,5550672464,CHECKIN,2026-03-08,20:58:14,10,10,OMY8261
OptSpot Car Wash - Main St,5550650810,CHECKIN,2026-03-09,08:42:27,10,20,TYG2662
OptSpot Car Wash - Main St,5550903332,CHECKIN,2026-03-09,10:00:55,10,10,STW6532
OptSpot Car Wash - Main St,5550435020,CHECKIN,2026-03-09,11:50:42,10,10,KOK3388
OptSpot Car Wash - Main St,5550053231,CHECKIN,2026-03-09,12:01:32,10,10,RNQ0860
OptSpot Car Wash - Main St,5550480292,CHECKIN,2026-03-09,15:44:02,10,20,QAZ6580
OptSpot Car Wash - Main St,5550582144,CHECKIN,2026-03-09,16:18:02,10,10,TRQ8041
OptSpot Car Wash - Main St,5550491897,CHECKIN,2026-03-09,17:04:23,10,10,LAC4193
OptSpot Car Wash - Main St,5550997373,BONUS,2026-03-09,18:12:32,50,110,FYM3711
OptSpot Car Wash - Main St,5550816232,CHECKIN,2026-03-09,18:16:24,10,10,LEY8486
OptSpot Car Wash - Main St,5550672464,CHECKIN,2026-03-10,10:56:37,10,20,OMY8261
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-03-10,13:32:32,10,10,NQQ8817
OptSpot Car Wash - Main St,5550732052,BONUS,2026-03-10,16:21:31,50,80,KHF5514
OptSpot Car Wash - Main St,5550032146,CHECKIN,2026-03-10,17:39:08,10,150,CNJ7432
OptSpot Car Wash - Main St,5550049161,REFERRAL,2026-03-10,17:54:00,100,150,ZYR8592
OptSpot Car Wash - Main St,5550856113,CHECKIN,2026-03-10,17:54:08,10,45,AFB6941
OptSpot Car Wash - Main St,5550916043,CHECKIN,2026-03-10,18:06:18,10,10,RTW0842
OptSpot Car Wash - Main St,5550422179,CHECKIN,2026-03-10,18:51:55,10,20,SUC3139
OptSpot Car Wash - Main St,5550916043,CHECKIN,2026-03-10,19:15:42,10,20,RTW0842
OptSpot Car Wash - Main St,5550797615,BONUS,2026-03-10,20:45:01,25,25,JOI7642
OptSpot Car Wash - Main St,5550738797,CHECKIN,2026-03-10,20:51:44,10,220,BRU1307
OptSpot Car Wash - Main St,5550286193,CHECKIN,2026-03-11,08:52:35,10,105,LAI6624
OptSpot Car Wash - Main St,5550620644,CHECKIN,2026-03-11,11:50:46,10,35,OAQ2223
OptSpot Car Wash - Main St,5550250405,CHECKIN,2026-03-11,12:43:50,10,200,OGU0715
OptSpot Car Wash - Main St,5550346859,REDEEM,2026-03-11,13:40:01,-100,85,JLH3777
OptSpot Car Wash - Main St,5550277746,CHECKIN,2026-03-11,16:02:00,10,10,DTO9577
OptSpot Car Wash - Main St,5550076819,CHECKIN,2026-03-11,16:39:36,10,150,NND5718
OptSpot Car Wash - Main St,5550579364,CHECKIN,2026-03-11,16:56:43,10,30,DDI0653
OptSpot Car Wash - Main St,5550038817,CHECKIN,2026-03-11,17:56:06,10,65,DZI1644
OptSpot Car Wash - Main St,5550161745,REFERRAL,2026-03-11,18:07:02,100,100,EVU2712
OptSpot Car Wash - Main St,5550250405,CHECKIN,2026-03-11,18:12:04,10,210,OGU0715
OptSpot Car Wash - Main St,5550118959,CHECKIN,2026-03-11,18:17:46,10,80,AEN9202
OptSpot Car Wash - Main St,5550881334,REDEEM,2026-03-11,18:39:22,-100,0,MDQ0441
OptSpot Car Wash - Main St,5550053231,BONUS,2026-03-11,18:42:39,50,60,RNQ0860
OptSpot Car Wash - Main St,5550856795,CHECKIN,2026-03-11,19:18:03,10,60,OYC2200
OptSpot Car Wash - Main St,5550769440,REDEEM,2026-03-11,19:18:38,-100,0,NQQ8817
OptSpot Car Wash - Main St,5550734406,CHECKIN,2026-03-12,07:49:11,10,10,BZY1130
OptSpot Car Wash - Main St,5550960997,CHECKIN,2026-03-12,08:05:55,10,10,ZFD1213
OptSpot Car Wash - Main St,5550738797,CHECKIN,2026-03-12,11:54:29,10,230,BRU1307
OptSpot Car Wash - Main St,5550097793,CHECKIN,2026-03-12,11:58:21,10,10,YWE7956
OptSpot Car Wash - Main St,5550798207,BONUS,2026-03-12,12:27:21,50,195,WHY6906
OptSpot Car Wash - Main St,5550085965,CHECKIN,2026-03-12,12:40:45,10,60,KPN4272
OptSpot Car Wash - Main St,5550732052,REDEEM,2026-03-12,12:49:06,-50,30,KHF5514
OptSpot Car Wash - Main St,5550707160,CHECKIN,2026-03-12,13:02:36,10,40,TEW6643
OptSpot Car Wash - Main St,5550643378,CHECKIN,2026-03-12,14:24:40,10,130,ROP4381
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-03-12,15:01:19,10,10,NQQ8817
OptSpot Car Wash - Main St,5550222086,CHECKIN,2026-03-12,15:05:57,10,120,YTR5107
OptSpot Car Wash - Main St,5550672464,CHECKIN,2026-03-12,16:30:31,10,30,OMY8261
OptSpot Car Wash - Main St,5550540310,CHECKIN,2026-03-12,16:35:09,10,10,IKC2303
OptSpot Car Wash - Main St,5550665822,CHECKIN,2026-03-12,17:08:49,10,10,ESE6216
OptSpot Car Wash - Main St,5550286193,CHECKIN,2026-03-12,17:20:25,10,115,LAI6624
OptSpot Car Wash - Main St,5550908573,BONUS,2026-03-12,17:29:22,25,25,CHQ5977
OptSpot Car Wash - Main St,5550487455,REDEEM,2026-03-12,20:12:51,-100,0,LTG4022
OptSpot Car Wash - Main St,5550480292,CHECKIN,2026-03-13,07:17:23,10,30,QAZ6580
OptSpot Car Wash - Main St,5550707160,CHECKIN,2026-03-13,12:33:42,10,50,TEW6643
OptSpot Car Wash - Main St,5550856113,REDEEM,2026-03-13,14:11:53,-50,0,AFB6941
OptSpot Car Wash - Main St,5550505612,CHECKIN,2026-03-13,15:26:08,10,130,FCV6022
OptSpot Car Wash - Main St,5550797615,CHECKIN,2026-03-13,15:58:45,10,35,JOI7642
OptSpot Car Wash - Main St,5550071744,BONUS,2026-03-13,16:04:17,25,55,GRH3727
OptSpot Car Wash - Main St,5550847903,REFERRAL,2026-03-13,16:35:06,100,100,UXF9345
OptSpot Car Wash - Main St,5550277746,CHECKIN,2026-03-13,17:03:35,10,20,DTO9577
OptSpot Car Wash - Main St,5550578043,REDEEM,2026-03-13,17:07:21,-100,0,DEP2236
OptSpot Car Wash - Main St,5550681725,REDEEM,2026-03-13,17:09:09,-100,0,BYB0508
OptSpot Car Wash - Main St,5550916043,CHECKIN,2026-03-13,17:10:54,10,30,RTW0842
OptSpot Car Wash - Main St,5550635324,CHECKIN,2026-03-13,17:12:49,10,10,PTC2683
OptSpot Car Wash - Main St,5550669975,CHECKIN,2026-03-13,17:25:53,10,30,ZRL4949
OptSpot Car Wash - Main St,5550707617,CHECKIN,2026-03-13,17:35:08,10,120,GAW9198
OptSpot Car Wash - Main St,5550995109,CHECKIN,2026-03-13,17:37:21,10,10,WLR9783
OptSpot Car Wash - Main St,5550033276,BONUS,2026-03-13,17:53:38,50,100,HED6887
OptSpot Car Wash - Main St,5550584929,CHECKIN,2026-03-13,18:03:02,10,40,YTF8341
OptSpot Car Wash - Main St,5550758490,CHECKIN,2026-03-13,18:49:33,10,30,YOM7749
OptSpot Car Wash - Main St,5550119946,CHECKIN,2026-03-13,19:50:11,10,70,OFS6043
OptSpot Car Wash - Main St,5550960632,CHECKIN,2026-03-13,19:56:52,10,10,YJF2188
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-03-14,08:55:41,10,10,EAS4315
OptSpot Car Wash - Main St,5550875522,CHECKIN,2026-03-14,10:03:01,10,35,DYP6934
OptSpot Car Wash - Main St,5550710526,REDEEM,2026-03-14,11:35:31,-100,0,OBY9626
OptSpot Car Wash - Main St,5550130394,BONUS,2026-03-14,11:58:42,25,25,MHK4460
OptSpot Car Wash - Main St,5550771476,CHECKIN,2026-03-14,12:01:37,10,10,OTB9571
OptSpot Car Wash - Main St,5550527276,CHECKIN,2026-03-14,12:36:50,10,120,XNB8320
OptSpot Car Wash - Main St,5550585941,CHECKIN,2026-03-14,16:12:34,10,10,MUS6487
OptSpot Car Wash - Main St,5550498216,CHECKIN,2026-03-14,16:41:04,10,115,PTL9431
OptSpot Car Wash - Main St,5550707617,CHECKIN,2026-03-14,17:27:50,10,130,GAW9198
OptSpot Car Wash - Main St,5550666549,CHECKIN,2026-03-14,18:37:07,10,40,KJT5850
OptSpot Car Wash - Main St,5550812085,REDEEM,2026-03-14,18:59:39,-50,0,IPU5482
OptSpot Car Wash - Main St,5550918938,CHECKIN,2026-03-14,19:11:25,10,70,SFM7517
OptSpot Car Wash - Main St,5550927767,BONUS,2026-03-14,19:22:14,25,25,NGQ1827
OptSpot Car Wash - Main St,5550503935,CHECKIN,2026-03-14,19:28:07,10,90,WOC8452
OptSpot Car Wash - Main St,5550614953,REFERRAL,2026-03-14,20:59:30,100,130,YOR6730
OptSpot Car Wash - Main St,5550679094,CHECKIN,2026-03-15,09:12:47,10,20,DGD0977
OptSpot Car Wash - Main St,5550346859,BONUS,2026-03-15,11:24:07,25,110,JLH3777
OptSpot Car Wash - Main St,5550379358,BONUS,2026-03-15,11:39:01,50,50,COB8972
OptSpot Car Wash - Main St,5550654813,CHECKIN,2026-03-15,13:03:10,10,80,SPV9234
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-03-15,13:43:59,10,20,EAS4315
OptSpot Car Wash - Main St,5550052657,CHECKIN,2026-03-15,14:26:42,10,10,OXD2184
OptSpot Car Wash - Main St,5550782824,CHECKIN,2026-03-15,15:07:33,10,10,WUM1233
OptSpot Car Wash - Main St,5550771476,CHECKIN,2026-03-15,15:59:56,10,20,OTB9571
OptSpot Car Wash - Main St,5550296745,CHECKIN,2026-03-15,16:00:55,10,30,ZVH5912
OptSpot Car Wash - Main St,5550704314,CHECKIN,2026-03-15,16:25:59,10,70,QLN1982
OptSpot Car Wash - Main St,5550286193,CHECKIN,2026-03-15,16:53:03,10,125,LAI6624
OptSpot Car Wash - Main St,5550738797,CHECKIN,2026-03-15,17:54:23,10,240,BRU1307
OptSpot Car Wash - Main St,5550584929,CHECKIN,2026-03-15,18:30:01,10,50,YTF8341
OptSpot Car Wash - Main St,5550422179,BONUS,2026-03-15,18:36:01,50,70,SUC3139
OptSpot Car Wash - Main St,5550296745,REFERRAL,2026-03-15,18:57:51,100,130,ZVH5912
OptSpot Car Wash - Main St,5550803265,CHECKIN,2026-03-15,19:41:18,10,95,YXG1102
OptSpot Car Wash - Main St,5550007540,REDEEM,2026-03-15,20:14:37,-50,225,BQF0514
OptSpot Car Wash - Main St,5550346859,CHECKIN,2026-03-16,08:22:23,10,120,JLH3777
OptSpot Car Wash - Main St,5550487455,CHECKIN,2026-03-16,08:57:34,10,10,LTG4022
OptSpot Car Wash - Main St,5550750827,CHECKIN,2026-03-16,10:48:47,10,10,ULH0717
OptSpot Car Wash - Main St,5550361551,CHECKIN,2026-03-16,11:12:37,10,10,GRC9533
OptSpot Car Wash - Main St,5550130394,CHECKIN,2026-03-16,11:30:41,10,35,MHK4460
OptSpot Car Wash - Main St,5550797615,CHECKIN,2026-03-16,12:04:48,10,45,JOI7642
OptSpot Car Wash - Main St,5550670487,BONUS,2026-03-16,16:18:12,25,35,CTG2286
OptSpot Car Wash - Main St,5550916043,CHECKIN,2026-03-16,16:23:50,10,40,RTW0842
OptSpot Car Wash - Main St,5550438184,CHECKIN,2026-03-16,16:28:34,10,10,WEX6504
OptSpot Car Wash - Main St,5550916043,BONUS,2026-03-16,17:48:20,25,65,RTW0842
OptSpot Car Wash - Main St,5550803265,BONUS,2026-03-16,19:14:59,50,145,YXG1102
OptSpot Car Wash - Main St,5550669975,BONUS,2026-03-17,08:01:27,25,55,ZRL4949
OptSpot Car Wash - Main St,5550672464,REDEEM,2026-03-17,09:34:14,-100,0,OMY8261
OptSpot Car Wash - Main St,5550711163,CHECKIN,2026-03-17,11:56:14,10,250,RMR0744
OptSpot Car Wash - Main St,5550158189,BONUS,2026-03-17,13:02:35,25,25,YLV5626
OptSpot Car Wash - Main St,5550222086,CHECKIN,2026-03-17,14:07:28,10,130,YTR5107
OptSpot Car Wash - Main St,5550512262,CHECKIN,2026-03-17,14:18:36,10,90,GXB6939
OptSpot Car Wash - Main St,5550607727,CHECKIN,2026-03-17,16:45:12,10,20,JDX5352
OptSpot Car Wash - Main St,5550277746,CHECKIN,2026-03-17,16:59:27,10,30,DTO9577
OptSpot Car Wash - Main St,5550251083,CHECKIN,2026-03-17,17:22:03,10,10,BWY1403
OptSpot Car Wash - Main St,5550383542,CHECKIN,2026-03-17,17:31:57,10,10,CKG2024
OptSpot Car Wash - Main St,5550540310,BONUS,2026-03-17,18:38:14,50,60,IKC2303
OptSpot Car Wash - Main St,5550290782,CHECKIN,2026-03-17,18:38:17,10,10,TNQ4499
OptSpot Car Wash - Main St,5550999914,REDEEM,2026-03-17,18:46:24,-50,100,DXB1398
OptSpot Car Wash - Main St,5550620644,CHECKIN,2026-03-17,18:56:18,10,45,OAQ2223
OptSpot Car Wash - Main St,5550738797,CHECKIN,2026-03-17,19:13:49,10,250,BRU1307
OptSpot Car Wash - Main St,5550540310,BONUS,2026-03-17,19:31:25,50,110,IKC2303
OptSpot Car Wash - Main St,5550577596,CHECKIN,2026-03-18,07:33:10,10,10,AKF1858
OptSpot Car Wash - Main St,5550349247,REFERRAL,2026-03-18,07:39:00,100,100,UBQ8693
OptSpot Car Wash - Main St,5550397399,CHECKIN,2026-03-18,07:56:45,10,10,IMI7988
OptSpot Car Wash - Main St,5550782824,BONUS,2026-03-18,08:05:24,50,60,WUM1233
OptSpot Car Wash - Main St,5550997502,CHECKIN,2026-03-18,11:11:04,10,10,UMT9494
OptSpot Car Wash - Main St,5550672464,REDEEM,2026-03-18,11:17:56,-100,0,OMY8261
OptSpot Car Wash - Main St,5550211976,CHECKIN,2026-03-18,11:23:37,10,10,ODI8525
OptSpot Car Wash - Main St,5550548141,BONUS,2026-03-18,11:39:32,25,25,PJX6347
OptSpot Car Wash - Main St,5550605526,CHECKIN,2026-03-18,12:05:57,10,10,PRI4944
OptSpot Car Wash - Main St,5550780879,CHECKIN,2026-03-18,12:34:00,10,10,MXJ2492
OptSpot Car Wash - Main St,5550906036,BONUS,2026-03-18,14:35:23,50,60,TGE1771
OptSpot Car Wash - Main St,5550678998,CHECKIN,2026-03-18,14:37:27,10,60,IWV1729
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-03-18,14:45:49,10,20,NQQ8817
OptSpot Car Wash - Main St,5550831131,CHECKIN,2026-03-18,15:09:16,10,20,HTO4728
OptSpot Car Wash - Main St,5550739677,CHECKIN,2026-03-18,15:25:03,10,60,HVZ3993
OptSpot Car Wash - Main St,5550704314,CHECKIN,2026-03-18,16:28:26,10,80,QLN1982
OptSpot Car Wash - Main St,5550032146,CHECKIN,2026-03-18,17:03:39,10,160,CNJ7432
OptSpot Car Wash - Main St,5550331535,REDEEM,2026-03-18,17:12:48,-100,0,YYA9224
OptSpot Car Wash - Main St,5550130394,CHECKIN,2026-03-18,17:18:07,10,45,MHK4460
OptSpot Car Wash - Main St,5550480292,REDEEM,2026-03-18,17:39:43,-50,0,QAZ6580
OptSpot Car Wash - Main St,5550732052,CHECKIN,2026-03-18,18:47:54,10,40,KHF5514
OptSpot Car Wash - Main St,5550710526,CHECKIN,2026-03-18,20:44:42,10,10,OBY9626
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-03-18,20:54:54,10,30,EAS4315
OptSpot Car Wash - Main St,5550498216,CHECKIN,2026-03-19,08:06:42,10,125,PTL9431
OptSpot Car Wash - Main St,5550856113,REDEEM,2026-03-19,09:41:10,-100,0,AFB6941
OptSpot Car Wash - Main St,5550379781,CHECKIN,2026-03-19,10:53:31,10,10,QVS7135
OptSpot Car Wash - Main St,5550715894,CHECKIN,2026-03-19,14:00:43,10,70,ZWD5697
OptSpot Car Wash - Main St,5550331495,REDEEM,2026-03-19,16:57:24,-50,0,DBL4961
OptSpot Car Wash - Main St,5550769440,CHECKIN,2026-03-19,18:32:47,10,30,NQQ8817
OptSpot Car Wash - Main St,5550707160,CHECKIN,2026-03-19,19:23:16,10,60,TEW6643
OptSpot Car Wash - Main St,5550346859,CHECKIN,2026-03-19,20:00:31,10,130,JLH3777
OptSpot Car Wash - Main St,5550251083,REDEEM,2026-03-19,20:41:40,-50,0,BWY1403
OptSpot Car Wash - Main St,5550711163,CHECKIN,2026-03-20,07:45:14,10,260,RMR0744
OptSpot Car Wash - Main St,5550704314,REDEEM,2026-03-20,07:56:13,-100,0,QLN1982
OptSpot Car Wash - Main St,5550160626,BONUS,2026-03-20,08:18:30,50,50,LZJ8998
OptSpot Car Wash - Main St,5550487455,CHECKIN,2026-03-20,10:49:38,10,20,LTG4022
OptSpot Car Wash - Main St,5550601800,CHECKIN,2026-03-20,11:09:32,10,30,DJI4566
OptSpot Car Wash - Main St,5550682139,CHECKIN,2026-03-20,12:17:37,10,70,FZI0969
OptSpot Car Wash - Main St,5550522987,BONUS,2026-03-20,12:20:01,25,25,WMC6442
OptSpot Car Wash - Main St,5550589704,CHECKIN,2026-03-20,14:51:54,10,10,KKN6363
OptSpot Car Wash - Main St,5550739677,CHECKIN,2026-03-20,16:23:48,10,70,HVZ3993
OptSpot Car Wash - Main St,5550922446,CHECKIN,2026-03-20,16:48:44,10,10,TER9107
OptSpot Car Wash - Main St,5550916043,CHECKIN,2026-03-20,16:59:14,10,75,RTW0842
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-03-20,17:35:43,10,40,EAS4315
OptSpot Car Wash - Main St,5550306327,CHECKIN,2026-03-20,17:53:29,10,30,SDW8042
OptSpot Car Wash - Main St,5550286193,CHECKIN,2026-03-20,18:26:50,10,135,LAI6624
OptSpot Car Wash - Main St,5550085569,REDEEM,2026-03-20,18:32:22,-50,0,JAY5493
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-03-20,20:46:51,10,50,EAS4315
OptSpot Car Wash - Main St,5550195361,CHECKIN,2026-03-20,20:53:01,10,70,YZY0613
OptSpot Car Wash - Main St,5550397399,CHECKIN,2026-03-21,08:09:49,10,20,IMI7988
OptSpot Car Wash - Main St,5550455884,REFERRAL,2026-03-21,08:46:49,100,150,EAS4315
OptSpot Car Wash - Main St,5550030271,CHECKIN,2026-03-21,08:59:15,10,110,ZPG2594
OptSpot Car Wash - Main St,5550798207,BONUS,2026-03-21,09:14:55,25,220,WHY6906
OptSpot Car Wash - Main St,5550162471,BONUS,2026-03-21,09:41:27,25,25,CVC8843
OptSpot Car Wash - Main St,5550085965,CHECKIN,2026-03-21,09:44:28,10,70,KPN4272
OptSpot Car Wash - Main St,5550085965,CHECKIN,2026-03-21,11:10:06,10,80,KPN4272
OptSpot Car Wash - Main St,5550211976,CHECKIN,2026-03-21,11:30:52,10,20,ODI8525
OptSpot Car Wash - Main St,5550710526,BONUS,2026-03-21,12:06:46,50,60,OBY9626
OptSpot Car Wash - Main St,5550032146,BONUS,2026-03-21,12:38:07,25,185,CNJ7432
OptSpot Car Wash - Main St,5550364301,CHECKIN,2026-03-21,14:22:28,10,70,SOH4914
OptSpot Car Wash - Main St,5550811984,CHECKIN,2026-03-21,15:33:00,10,10,DXA2370
OptSpot Car Wash - Main St,5550007540,CHECKIN,2026-03-21,16:03:57,10,235,BQF0514
OptSpot Car Wash - Main St,5550455884,CHECKIN,2026-03-21,16:19:37,10,160,EAS4315
OptSpot Car Wash - Main St,5550505612,CHECKIN,2026-03-21,16:24:08,10,140,FCV6022
OptSpot Car Wash - Main St,5550476919,BONUS,2026-03-21,17:20:21,50,50,CGD6622
OptSpot Car Wash - Main St,5550498216,CHECKIN,2026-03-21,17:39:12,10,135,PTL9431
OptSpot Car Wash - Main St,5550085544,CHECKIN,2026-03-21,18:11:04,10,20,HRM7242
OptSpot Car Wash - Main St,5550589704,CHECKIN,2026-03-21,18:15:18,10,20,KKN6363
OptSpot Car Wash - Main St,5550498216,CHECKIN,2026-03-21,18:59:37,10,145,PTL9431
OptSpot Car Wash - Main St,5550435020,REDEEM,2026-03-21,19:03:35,-100,0,KOK3388
OptSpot Car Wash - Main St,5550277746,CHECKIN,2026-03-21,19:21:03,10,40,DTO9577
OptSpot Car Wash - Main St,5550085965,CHECKIN,2026-03-21,19:31:02,10,90,KPN4272
OptSpot Car Wash - Main St,5550113349,CHECKIN,2026-03-21,20:12:50,10,10,PYO6149
OptSpot Car Wash - Main St,5550577596,CHECKIN,2026-03-21,20:14:13,10,20,AKF1858
OptSpot Car Wash - Main St,5550905798,CHECKIN,2026-03-21,20:22:14,10,10,SRZ1612
OptSpot Car Wash - Main St,5550739677,CHECKIN,2026-03-21,20:27:57,10,80,HVZ3993
OptSpot Car Wash - Main St,5550666549,CHECKIN,2026-03-21,20:43:31,10,50,KJT5850
OptSpot Car Wash - Main St,5550916043,BONUS,2026-03-22,07:01:34,50,125,RTW0842
OptSpot Car Wash - Main St,5550088914,CHECKIN,2026-03-22,08:59:35,10,30,HRQ1530
OptSpot Car Wash - Main St,5550460959,CHECKIN,2026-03-22,10:06:37,10,10,KMI2353
OptSpot Car Wash - Main St,5550707160,BONUS,2026-03-22,10:34:59,25,85,TEW6643
OptSpot Car Wash - Main St,5550312886,CHECKIN,2026-03-22,10:49:14,10,10,OCZ4662
OptSpot Car Wash - Main St,5550487455,CHECKIN,2026-03-22,11:04:01,10,30,LTG4022
OptSpot Car Wash - Main St,5550306327,CHECKIN,2026-03-22,11:22:53,10,40,SDW8042
OptSpot Car Wash - Main St,5550589704,CHECKIN,2026-03-22,11:39:43,10,30,KKN6363
OptSpot Car Wash - Main St,5550738797,CHECKIN,2026-03-22,12:24:09,10,260,BRU1307
